Day,Time,Condition,Envir,Reading,PID,
T3,5:15:00,Blinds,RH,44.6,RR5,
T3,5:30:00,Blinds,RH,44.2,RR5,
T3,5:45:00,Blinds,RH,43.9,RR5,
T3,6:00:00,Blinds,RH,43.9,RR5,
T3,6:15:00,Blinds,RH,43,RR5,
T3,6:30:00,Blinds,RH,42.5,RR5,
T3,6:45:00,Blinds,RH,43.5,RR5,
T3,7:00:00,Blinds,RH,42.8,RR5,
T3,7:15:00,Blinds,RH,42.4,RR5,
T3,7:30:00,Blinds,RH,42.9,RR5,
T3,7:45:00,Blinds,RH,42,RR5,
T3,8:00:00,Blinds,RH,41.5,RR5,
T3,8:15:00,Blinds,RH,41.4,RR5,
T3,8:30:00,Blinds,RH,40.9,RR5,
T3,8:45:00,Blinds,RH,41.3,RR5,
T3,9:00:00,Blinds,RH,41.6,RR5,
T3,9:15:00,Blinds,RH,42.1,RR5,
T3,9:30:00,Blinds,RH,43.2,RR5,
T3,9:45:00,Blinds,RH,44.2,RR5,
T3,10:00:00,Blinds,RH,43.9,RR5,
T3,10:15:00,Blinds,RH,44.1,RR5,
T3,10:30:00,Blinds,RH,44.6,RR5,
T3,10:45:00,Blinds,RH,45.4,RR5,
T3,11:00:00,Blinds,RH,46,RR5,
T3,11:15:00,Blinds,RH,46,RR5,
T3,11:30:00,Blinds,RH,46.3,RR5,
T3,11:45:00,Blinds,RH,46.4,RR5,
T3,12:00:00,Blinds,RH,46.4,RR5,
T3,12:15:00,Blinds,RH,46.3,RR5,
T3,12:30:00,Blinds,RH,46.6,RR5,
T3,12:45:00,Blinds,RH,45.9,RR5,
T3,13:00:00,Blinds,RH,46.1,RR5,
T3,13:15:00,Blinds,RH,46.1,RR5,
T3,13:30:00,Blinds,RH,46.2,RR5,
T3,13:45:00,Blinds,RH,46.2,RR5,
T3,14:00:00,Blinds,RH,44.9,RR5,
T3,14:15:00,Blinds,RH,44.2,RR5,
T3,14:30:00,Blinds,RH,43.6,RR5,
T3,14:45:00,Blinds,RH,43.2,RR5,
T3,15:00:00,Blinds,RH,43.2,RR5,
T3,15:15:00,Blinds,RH,42.8,RR5,
T3,15:30:00,Blinds,RH,43.1,RR5,
T3,15:45:00,Blinds,RH,42.5,RR5,
T3,16:00:00,Blinds,RH,42.7,RR5,
T3,16:15:00,Blinds,RH,42.4,RR5,
T3,16:30:00,Blinds,RH,43,RR5,
T3,16:45:00,Blinds,RH,41.9,RR5,
T3,17:00:00,Blinds,RH,40.9,RR5,
T3,17:15:00,Blinds,RH,41.1,RR5,
T3,17:30:00,Blinds,RH,41.1,RR5,
T3,17:45:00,Blinds,RH,42.7,RR5,
T3,18:00:00,Blinds,RH,43.5,RR5,
T3,18:15:00,Blinds,RH,43.6,RR5,
T3,18:30:00,Blinds,RH,44.1,RR5,
T3,18:45:00,Blinds,RH,44.5,RR5,
T3,19:00:00,Blinds,RH,44.5,RR5,
T3,19:15:00,Blinds,RH,46.2,RR5,
T3,19:30:00,Blinds,RH,46.7,RR5,
T3,19:45:00,Blinds,RH,47,RR5,
T3,20:00:00,Blinds,RH,48,RR5,
T3,20:15:00,Blinds,RH,47.7,RR5,
T3,20:30:00,Blinds,RH,48,RR5,
T3,20:45:00,Blinds,RH,48.7,RR5,
T3,21:00:00,Blinds,RH,48.4,RR5,
T3,21:15:00,Blinds,RH,49.1,RR5,
T3,21:30:00,Blinds,RH,49.3,RR5,
T3,21:45:00,Blinds,RH,49,RR5,
T3,22:00:00,Blinds,RH,49.7,RR5,
T3,22:15:00,Blinds,RH,49.3,RR5,
T3,22:30:00,Blinds,RH,49,RR5,
T3,22:45:00,Blinds,RH,49.8,RR5,
T3,23:00:00,Blinds,RH,49.7,RR5,
T3,23:15:00,Blinds,RH,49.4,RR5,
T3,23:30:00,Blinds,RH,50.1,RR5,
T3,23:45:00,Blinds,RH,49.9,RR5,
T0,10:30:00,Blinds,RH,38,RR6,
T0,10:45:00,Blinds,RH,35.2,RR6,
T0,11:00:00,Blinds,RH,34,RR6,
T0,11:15:00,Blinds,RH,34.1,RR6,
T0,11:30:00,Blinds,RH,36.4,RR6,
T0,11:45:00,Blinds,RH,36.1,RR6,
T0,12:00:00,Blinds,RH,35.9,RR6,
T0,12:15:00,Blinds,RH,39.1,RR6,
T0,12:30:00,Blinds,RH,38.8,RR6,
T0,12:45:00,Blinds,RH,37.6,RR6,
T0,13:00:00,Blinds,RH,36.8,RR6,
T0,13:15:00,Blinds,RH,36.7,RR6,
T0,13:30:00,Blinds,RH,37.2,RR6,
T0,13:45:00,Blinds,RH,36.2,RR6,
T0,14:00:00,Blinds,RH,36.6,RR6,
T0,14:15:00,Blinds,RH,35.9,RR6,
T0,14:30:00,Blinds,RH,34.9,RR6,
T0,14:45:00,Blinds,RH,35,RR6,
T0,15:00:00,Blinds,RH,34.6,RR6,
T0,15:15:00,Blinds,RH,34.6,RR6,
T0,15:30:00,Blinds,RH,34.8,RR6,
T0,15:45:00,Blinds,RH,34.4,RR6,
T0,16:00:00,Blinds,RH,34.4,RR6,
T0,16:15:00,Blinds,RH,33.7,RR6,
T0,16:30:00,Blinds,RH,33.3,RR6,
T0,16:45:00,Blinds,RH,33.3,RR6,
T0,17:00:00,Blinds,RH,33.3,RR6,
T0,17:15:00,Blinds,RH,33.4,RR6,
T0,17:30:00,Blinds,RH,33.6,RR6,
T0,17:45:00,Blinds,RH,34,RR6,
T0,18:00:00,Blinds,RH,33.9,RR6,
T0,18:15:00,Blinds,RH,34.6,RR6,
T0,18:30:00,Blinds,RH,34.1,RR6,
T0,18:45:00,Blinds,RH,34.5,RR6,
T0,19:00:00,Blinds,RH,35.4,RR6,
T0,19:15:00,Blinds,RH,35.6,RR6,
T0,19:30:00,Blinds,RH,36.2,RR6,
T0,19:45:00,Blinds,RH,37.4,RR6,
T0,20:00:00,Blinds,RH,38.6,RR6,
T0,20:15:00,Blinds,RH,38.1,RR6,
T0,20:30:00,Blinds,RH,37.6,RR6,
T0,20:45:00,Blinds,RH,37.2,RR6,
T0,21:00:00,Blinds,RH,36,RR6,
T0,21:15:00,Blinds,RH,35.7,RR6,
T0,21:30:00,Blinds,RH,35.4,RR6,
T0,21:45:00,Blinds,RH,35.6,RR6,
T0,22:00:00,Blinds,RH,38,RR6,
T0,22:15:00,Blinds,RH,38.1,RR6,
T0,22:30:00,Blinds,RH,37.7,RR6,
T0,22:45:00,Blinds,RH,38.4,RR6,
T0,23:00:00,Blinds,RH,38,RR6,
T0,23:15:00,Blinds,RH,37.6,RR6,
T0,23:30:00,Blinds,RH,38.9,RR6,
T0,23:45:00,Blinds,RH,38.8,RR6,
T1,0:00:00,Blinds,RH,39,RR6,
T1,0:15:00,Blinds,RH,40.8,RR6,
T1,0:30:00,Blinds,RH,40.4,RR6,
T1,0:45:00,Blinds,RH,40.3,RR6,
T1,1:00:00,Blinds,RH,41.5,RR6,
T1,1:15:00,Blinds,RH,40.8,RR6,
T1,1:30:00,Blinds,RH,41,RR6,
T1,1:45:00,Blinds,RH,42.6,RR6,
T1,2:00:00,Blinds,RH,41.9,RR6,
T1,2:15:00,Blinds,RH,41.8,RR6,
T1,2:30:00,Blinds,RH,42.9,RR6,
T1,2:45:00,Blinds,RH,41.4,RR6,
T1,3:00:00,Blinds,RH,41.5,RR6,
T1,3:15:00,Blinds,RH,41.1,RR6,
T1,3:30:00,Blinds,RH,40.4,RR6,
T1,3:45:00,Blinds,RH,41.9,RR6,
T1,4:00:00,Blinds,RH,43.3,RR6,
T1,4:15:00,Blinds,RH,41.2,RR6,
T1,4:30:00,Blinds,RH,41.7,RR6,
T1,4:45:00,Blinds,RH,42.6,RR6,
T1,5:00:00,Blinds,RH,41.4,RR6,
T1,5:15:00,Blinds,RH,42.3,RR6,
T1,5:30:00,Blinds,RH,43,RR6,
T1,5:45:00,Blinds,RH,41,RR6,
T1,6:00:00,Blinds,RH,41.7,RR6,
T1,6:15:00,Blinds,RH,43,RR6,
T1,6:30:00,Blinds,RH,41.5,RR6,
T1,6:45:00,Blinds,RH,42.2,RR6,
T1,7:00:00,Blinds,RH,43.2,RR6,
T1,7:15:00,Blinds,RH,41.9,RR6,
T1,7:30:00,Blinds,RH,42.1,RR6,
T1,7:45:00,Blinds,RH,44,RR6,
T1,8:00:00,Blinds,RH,43.1,RR6,
T1,8:15:00,Blinds,RH,41.1,RR6,
T1,8:30:00,Blinds,RH,39.2,RR6,
T1,8:45:00,Blinds,RH,39.1,RR6,
T1,9:00:00,Blinds,RH,36.1,RR6,
T1,9:15:00,Blinds,RH,34.8,RR6,
T1,9:30:00,Blinds,RH,35.3,RR6,
T1,9:45:00,Blinds,RH,33.3,RR6,
T1,10:00:00,Blinds,RH,33.9,RR6,
T1,10:15:00,Blinds,RH,33.8,RR6,
T1,10:30:00,Blinds,RH,31.6,RR6,
T1,10:45:00,Blinds,RH,29.9,RR6,
T1,11:00:00,Blinds,RH,29.8,RR6,
T1,11:15:00,Blinds,RH,30.4,RR6,
T1,11:30:00,Blinds,RH,30,RR6,
T1,11:45:00,Blinds,RH,28.1,RR6,
T1,12:00:00,Blinds,RH,27,RR6,
T1,12:15:00,Blinds,RH,26.4,RR6,
T1,12:30:00,Blinds,RH,29.3,RR6,
T1,12:45:00,Blinds,RH,27.2,RR6,
T1,13:00:00,Blinds,RH,29.4,RR6,
T1,13:15:00,Blinds,RH,28.2,RR6,
T1,13:30:00,Blinds,RH,26.9,RR6,
T1,13:45:00,Blinds,RH,27,RR6,
T1,14:00:00,Blinds,RH,26.2,RR6,
T1,14:15:00,Blinds,RH,26.6,RR6,
T1,14:30:00,Blinds,RH,27.6,RR6,
T1,14:45:00,Blinds,RH,27.8,RR6,
T1,15:00:00,Blinds,RH,28.1,RR6,
T1,15:15:00,Blinds,RH,28.6,RR6,
T1,15:30:00,Blinds,RH,28.6,RR6,
T1,15:45:00,Blinds,RH,29.1,RR6,
T1,16:00:00,Blinds,RH,29.6,RR6,
T1,16:15:00,Blinds,RH,30,RR6,
T1,16:30:00,Blinds,RH,30.9,RR6,
T1,16:45:00,Blinds,RH,30.9,RR6,
T1,17:00:00,Blinds,RH,31.9,RR6,
T1,17:15:00,Blinds,RH,32,RR6,
T1,17:30:00,Blinds,RH,32.1,RR6,
T1,17:45:00,Blinds,RH,32.8,RR6,
T1,18:00:00,Blinds,RH,32.6,RR6,
T1,18:15:00,Blinds,RH,33.3,RR6,
T1,18:30:00,Blinds,RH,33.2,RR6,
T1,18:45:00,Blinds,RH,34.3,RR6,
T1,19:00:00,Blinds,RH,34.7,RR6,
T1,19:15:00,Blinds,RH,34.8,RR6,
T1,19:30:00,Blinds,RH,36.1,RR6,
T1,19:45:00,Blinds,RH,37.8,RR6,
T1,20:00:00,Blinds,RH,39.4,RR6,
T1,20:15:00,Blinds,RH,40.7,RR6,
T1,20:30:00,Blinds,RH,40.1,RR6,
T1,20:45:00,Blinds,RH,40.2,RR6,
T1,21:00:00,Blinds,RH,39.2,RR6,
T1,21:15:00,Blinds,RH,38.7,RR6,
T1,21:30:00,Blinds,RH,39.6,RR6,
T1,21:45:00,Blinds,RH,39.6,RR6,
T1,22:00:00,Blinds,RH,40.2,RR6,
T1,22:15:00,Blinds,RH,41,RR6,
T1,22:30:00,Blinds,RH,41.1,RR6,
T1,22:45:00,Blinds,RH,41.2,RR6,
T1,23:00:00,Blinds,RH,42.6,RR6,
T1,23:15:00,Blinds,RH,43,RR6,
T1,23:30:00,Blinds,RH,43.1,RR6,
T1,23:45:00,Blinds,RH,43.4,RR6,
T2,0:00:00,Blinds,RH,45.9,RR6,
T2,0:15:00,Blinds,RH,44.9,RR6,
T2,0:30:00,Blinds,RH,44.7,RR6,
T2,0:45:00,Blinds,RH,45.6,RR6,
T2,1:00:00,Blinds,RH,43.8,RR6,
T2,1:15:00,Blinds,RH,44.4,RR6,
T2,1:30:00,Blinds,RH,46.2,RR6,
T2,1:45:00,Blinds,RH,45.6,RR6,
T2,2:00:00,Blinds,RH,45.3,RR6,
T2,2:15:00,Blinds,RH,46.2,RR6,
T2,2:30:00,Blinds,RH,45.1,RR6,
T2,2:45:00,Blinds,RH,45.3,RR6,
T2,3:00:00,Blinds,RH,46.2,RR6,
T2,3:15:00,Blinds,RH,45.1,RR6,
T2,3:30:00,Blinds,RH,45.6,RR6,
T2,3:45:00,Blinds,RH,45.5,RR6,
T2,4:00:00,Blinds,RH,44.7,RR6,
T2,4:15:00,Blinds,RH,45.7,RR6,
T2,4:30:00,Blinds,RH,46,RR6,
T2,4:45:00,Blinds,RH,44.8,RR6,
T2,5:00:00,Blinds,RH,45.7,RR6,
T2,5:15:00,Blinds,RH,47.3,RR6,
T2,5:30:00,Blinds,RH,45.5,RR6,
T2,5:45:00,Blinds,RH,45.4,RR6,
T2,6:00:00,Blinds,RH,47.3,RR6,
T2,6:15:00,Blinds,RH,44.1,RR6,
T2,6:30:00,Blinds,RH,43,RR6,
T2,6:45:00,Blinds,RH,45.1,RR6,
T2,7:00:00,Blinds,RH,44.1,RR6,
T2,7:15:00,Blinds,RH,42.1,RR6,
T2,7:30:00,Blinds,RH,42.8,RR6,
T2,7:45:00,Blinds,RH,44,RR6,
T2,8:00:00,Blinds,RH,43.9,RR6,
T2,8:15:00,Blinds,RH,43.9,RR6,
T2,8:30:00,Blinds,RH,45,RR6,
T2,8:45:00,Blinds,RH,42.5,RR6,
T2,9:00:00,Blinds,RH,42.3,RR6,
T2,9:15:00,Blinds,RH,43.6,RR6,
T2,9:30:00,Blinds,RH,42.7,RR6,
T2,9:45:00,Blinds,RH,41.5,RR6,
T2,10:00:00,Blinds,RH,42.9,RR6,
T2,10:15:00,Blinds,RH,42.4,RR6,
T2,10:30:00,Blinds,RH,41.3,RR6,
T2,10:45:00,Blinds,RH,41.9,RR6,
T2,11:00:00,Blinds,RH,41.3,RR6,
T2,11:15:00,Blinds,RH,40.6,RR6,
T2,11:30:00,Blinds,RH,40.8,RR6,
T2,11:45:00,Blinds,RH,40,RR6,
T2,12:00:00,Blinds,RH,39.8,RR6,
T2,12:15:00,Blinds,RH,42,RR6,
T2,12:30:00,Blinds,RH,40.3,RR6,
T2,12:45:00,Blinds,RH,37.9,RR6,
T2,13:00:00,Blinds,RH,36.6,RR6,
T2,13:15:00,Blinds,RH,37,RR6,
T2,13:30:00,Blinds,RH,35.5,RR6,
T2,13:45:00,Blinds,RH,34.4,RR6,
T2,14:00:00,Blinds,RH,33.8,RR6,
T2,14:15:00,Blinds,RH,33.1,RR6,
T2,14:30:00,Blinds,RH,34.2,RR6,
T2,14:45:00,Blinds,RH,33.9,RR6,
T2,15:00:00,Blinds,RH,34.1,RR6,
T2,15:15:00,Blinds,RH,33.5,RR6,
T2,15:30:00,Blinds,RH,32,RR6,
T2,15:45:00,Blinds,RH,31.6,RR6,
T2,16:00:00,Blinds,RH,30.7,RR6,
T2,16:15:00,Blinds,RH,30.2,RR6,
T2,16:30:00,Blinds,RH,30,RR6,
T2,16:45:00,Blinds,RH,29.7,RR6,
T2,17:00:00,Blinds,RH,30.2,RR6,
T2,17:15:00,Blinds,RH,30.9,RR6,
T2,17:30:00,Blinds,RH,31.7,RR6,
T2,17:45:00,Blinds,RH,33.3,RR6,
T2,18:00:00,Blinds,RH,34.8,RR6,
T2,18:15:00,Blinds,RH,35.8,RR6,
T2,18:30:00,Blinds,RH,37.1,RR6,
T2,18:45:00,Blinds,RH,36.6,RR6,
T2,19:00:00,Blinds,RH,37.3,RR6,
T2,19:15:00,Blinds,RH,39.2,RR6,
T2,19:30:00,Blinds,RH,39.3,RR6,
T2,19:45:00,Blinds,RH,40.3,RR6,
T2,20:00:00,Blinds,RH,40.9,RR6,
T2,20:15:00,Blinds,RH,41.2,RR6,
T2,20:30:00,Blinds,RH,43.1,RR6,
T2,20:45:00,Blinds,RH,42.8,RR6,
T2,21:00:00,Blinds,RH,42.6,RR6,
T2,21:15:00,Blinds,RH,43.5,RR6,
T2,21:30:00,Blinds,RH,43.5,RR6,
T2,21:45:00,Blinds,RH,44.4,RR6,
T2,22:00:00,Blinds,RH,45.1,RR6,
T2,22:15:00,Blinds,RH,44.7,RR6,
T2,22:30:00,Blinds,RH,45.2,RR6,
T2,22:45:00,Blinds,RH,45.6,RR6,
T2,23:00:00,Blinds,RH,45.5,RR6,
T2,23:15:00,Blinds,RH,46,RR6,
T2,23:30:00,Blinds,RH,46.5,RR6,
T2,23:45:00,Blinds,RH,46.5,RR6,
T3,0:00:00,Blinds,RH,46.5,RR6,
T3,0:15:00,Blinds,RH,46.9,RR6,
T3,0:30:00,Blinds,RH,46.2,RR6,
T3,0:45:00,Blinds,RH,45.6,RR6,
T3,1:00:00,Blinds,RH,45.9,RR6,
T3,1:15:00,Blinds,RH,44.9,RR6,
T3,1:30:00,Blinds,RH,44.5,RR6,
T3,1:45:00,Blinds,RH,45.1,RR6,
T3,2:00:00,Blinds,RH,43.7,RR6,
T3,2:15:00,Blinds,RH,43.8,RR6,
T3,2:30:00,Blinds,RH,44,RR6,
T3,2:45:00,Blinds,RH,42.9,RR6,
T3,3:00:00,Blinds,RH,43.6,RR6,
T3,3:15:00,Blinds,RH,43.4,RR6,
T3,3:30:00,Blinds,RH,42.8,RR6,
T3,3:45:00,Blinds,RH,44.5,RR6,
T3,4:00:00,Blinds,RH,43.6,RR6,
T3,4:15:00,Blinds,RH,42.5,RR6,
T3,4:30:00,Blinds,RH,43.3,RR6,
T3,4:45:00,Blinds,RH,43.1,RR6,
T3,5:00:00,Blinds,RH,43.1,RR6,
T3,5:15:00,Blinds,RH,43.6,RR6,
T3,5:30:00,Blinds,RH,42.1,RR6,
T3,5:45:00,Blinds,RH,42.8,RR6,
T3,6:00:00,Blinds,RH,42.4,RR6,
T3,6:15:00,Blinds,RH,40.8,RR6,
T3,6:30:00,Blinds,RH,41.5,RR6,
T3,6:45:00,Blinds,RH,41.1,RR6,
T3,7:00:00,Blinds,RH,39.8,RR6,
T3,7:15:00,Blinds,RH,39.7,RR6,
T3,7:30:00,Blinds,RH,39.5,RR6,
T3,7:45:00,Blinds,RH,37.7,RR6,
T3,8:00:00,Blinds,RH,38,RR6,
T3,8:15:00,Blinds,RH,38.7,RR6,
T3,8:30:00,Blinds,RH,38.4,RR6,
T3,8:45:00,Blinds,RH,38.2,RR6,
T3,9:00:00,Blinds,RH,38.9,RR6,
T3,9:15:00,Blinds,RH,38.3,RR6,
T3,9:30:00,Blinds,RH,39.1,RR6,
T3,9:45:00,Blinds,RH,39.4,RR6,
T3,10:00:00,Blinds,RH,39.6,RR6,
T3,10:15:00,Blinds,RH,40.2,RR6,
T3,10:30:00,Blinds,RH,40.1,RR6,
T3,10:45:00,Blinds,RH,41.8,RR6,
T3,11:00:00,Blinds,RH,42.3,RR6,
T3,11:15:00,Blinds,RH,41.6,RR6,
T3,11:30:00,Blinds,RH,41.8,RR6,
T3,11:45:00,Blinds,RH,41.6,RR6,
T3,12:00:00,Blinds,RH,44.4,RR6,
T3,12:15:00,Blinds,RH,41.6,RR6,
T3,12:30:00,Blinds,RH,39.8,RR6,
T3,12:45:00,Blinds,RH,39,RR6,
T3,13:00:00,Blinds,RH,39.3,RR6,
T3,13:15:00,Blinds,RH,38.2,RR6,
T3,13:30:00,Blinds,RH,37.4,RR6,
T3,13:45:00,Blinds,RH,37.7,RR6,
T3,14:00:00,Blinds,RH,38.6,RR6,
T3,14:15:00,Blinds,RH,39.3,RR6,
T3,14:30:00,Blinds,RH,40.2,RR6,
T3,14:45:00,Blinds,RH,40.3,RR6,
T3,15:00:00,Blinds,RH,40.5,RR6,
T3,15:15:00,Blinds,RH,41.4,RR6,
T3,15:30:00,Blinds,RH,41.8,RR6,
T3,15:45:00,Blinds,RH,42.1,RR6,
T3,16:00:00,Blinds,RH,42.3,RR6,
T3,16:15:00,Blinds,RH,42.6,RR6,
T3,16:30:00,Blinds,RH,43.2,RR6,
T3,16:45:00,Blinds,RH,43.3,RR6,
T3,17:00:00,Blinds,RH,43.6,RR6,
T3,17:15:00,Blinds,RH,44.1,RR6,
T3,17:30:00,Blinds,RH,44.9,RR6,
T3,17:45:00,Blinds,RH,45.6,RR6,
T3,18:00:00,Blinds,RH,46.4,RR6,
T3,18:15:00,Blinds,RH,47,RR6,
T3,18:30:00,Blinds,RH,47.5,RR6,
T3,18:45:00,Blinds,RH,48.1,RR6,
T3,19:00:00,Blinds,RH,49.8,RR6,
T3,19:15:00,Blinds,RH,50.9,RR6,
T3,19:30:00,Blinds,RH,52,RR6,
T3,19:45:00,Blinds,RH,52.6,RR6,
T3,20:00:00,Blinds,RH,52.1,RR6,
T3,20:15:00,Blinds,RH,49.5,RR6,
T3,20:30:00,Blinds,RH,48.6,RR6,
T3,20:45:00,Blinds,RH,48,RR6,
T3,21:00:00,Blinds,RH,47.8,RR6,
T3,21:15:00,Blinds,RH,47.9,RR6,
T3,21:30:00,Blinds,RH,49.8,RR6,
T3,21:45:00,Blinds,RH,50.7,RR6,
T3,22:00:00,Blinds,RH,49.1,RR6,
T3,22:15:00,Blinds,RH,48.7,RR6,
T3,22:30:00,Blinds,RH,50.8,RR6,
T3,22:45:00,Blinds,RH,50.7,RR6,
T3,23:00:00,Blinds,RH,49.1,RR6,
T3,23:15:00,Blinds,RH,49.4,RR6,
T0,7:30:00,View,RH,24.8,WR1,
T0,7:45:00,View,RH,24.3,WR1,
T0,8:00:00,View,RH,24.5,WR1,
T0,8:15:00,View,RH,24,WR1,
T0,8:30:00,View,RH,23.1,WR1,
T0,8:45:00,View,RH,22.5,WR1,
T0,9:00:00,View,RH,22.9,WR1,
T0,9:15:00,View,RH,22.5,WR1,
T0,9:30:00,View,RH,23.1,WR1,
T0,9:45:00,View,RH,23,WR1,
T0,10:00:00,View,RH,22.9,WR1,
T0,10:15:00,View,RH,22.9,WR1,
T0,10:30:00,View,RH,22.6,WR1,
T0,10:45:00,View,RH,23.1,WR1,
T0,11:00:00,View,RH,23.4,WR1,
T0,11:15:00,View,RH,23,WR1,
T0,11:30:00,View,RH,23.7,WR1,
T0,11:45:00,View,RH,24,WR1,
T0,12:00:00,View,RH,23.6,WR1,
T0,12:15:00,View,RH,24.8,WR1,
T0,12:30:00,View,RH,23.9,WR1,
T0,12:45:00,View,RH,25,WR1,
T0,13:00:00,View,RH,26,WR1,
T0,13:15:00,View,RH,24.6,WR1,
T0,13:30:00,View,RH,24.8,WR1,
T0,13:45:00,View,RH,25.9,WR1,
T0,14:00:00,View,RH,26.2,WR1,
T0,14:15:00,View,RH,25.5,WR1,
T0,14:30:00,View,RH,25.8,WR1,
T0,14:45:00,View,RH,27.6,WR1,
T0,15:00:00,View,RH,27.6,WR1,
T0,15:15:00,View,RH,27,WR1,
T0,15:30:00,View,RH,27.7,WR1,
T0,15:45:00,View,RH,27.6,WR1,
T0,16:00:00,View,RH,27.3,WR1,
T0,16:15:00,View,RH,27.3,WR1,
T0,16:30:00,View,RH,27.3,WR1,
T0,16:45:00,View,RH,27.2,WR1,
T0,17:00:00,View,RH,23.9,WR1,
T0,17:15:00,View,RH,26.9,WR1,
T0,17:30:00,View,RH,23.5,WR1,
T0,17:45:00,View,RH,27.5,WR1,
T0,18:00:00,View,RH,23.9,WR1,
T0,18:15:00,View,RH,28.4,WR1,
T0,18:30:00,View,RH,23.9,WR1,
T0,18:45:00,View,RH,29.1,WR1,
T0,19:00:00,View,RH,25.1,WR1,
T0,19:15:00,View,RH,29.4,WR1,
T0,19:30:00,View,RH,25.6,WR1,
T0,19:45:00,View,RH,29.4,WR1,
T0,20:00:00,View,RH,26.3,WR1,
T0,20:15:00,View,RH,30,WR1,
T0,20:30:00,View,RH,26.6,WR1,
T0,20:45:00,View,RH,30.2,WR1,
T0,21:00:00,View,RH,26.8,WR1,
T0,21:15:00,View,RH,31.5,WR1,
T0,21:30:00,View,RH,26.4,WR1,
T0,21:45:00,View,RH,29.4,WR1,
T0,22:00:00,View,RH,24.5,WR1,
T0,22:15:00,View,RH,27.6,WR1,
T0,22:30:00,View,RH,24.6,WR1,
T0,22:45:00,View,RH,27.9,WR1,
T0,23:00:00,View,RH,25,WR1,
T0,23:15:00,View,RH,26.4,WR1,
T0,23:30:00,View,RH,24.9,WR1,
T0,23:45:00,View,RH,25.4,WR1,
T1,0:00:00,View,RH,25.9,WR1,
T1,0:15:00,View,RH,25.6,WR1,
T1,0:30:00,View,RH,26.7,WR1,
T1,0:45:00,View,RH,24.7,WR1,
T1,1:00:00,View,RH,26.8,WR1,
T1,1:15:00,View,RH,23.9,WR1,
T1,1:30:00,View,RH,26.9,WR1,
T1,1:45:00,View,RH,23.3,WR1,
T1,2:00:00,View,RH,26.9,WR1,
T1,2:15:00,View,RH,24.6,WR1,
T1,2:30:00,View,RH,26,WR1,
T1,2:45:00,View,RH,28.3,WR1,
T1,3:00:00,View,RH,27.7,WR1,
T1,3:15:00,View,RH,28,WR1,
T1,3:30:00,View,RH,29.6,WR1,
T1,3:45:00,View,RH,28.9,WR1,
T1,4:00:00,View,RH,26.6,WR1,
T1,4:15:00,View,RH,27,WR1,
T1,4:30:00,View,RH,27.9,WR1,
T1,4:45:00,View,RH,27.1,WR1,
T1,5:00:00,View,RH,26.6,WR1,
T1,5:15:00,View,RH,27.1,WR1,
T1,5:30:00,View,RH,27.3,WR1,
T1,5:45:00,View,RH,26.4,WR1,
T1,6:00:00,View,RH,26,WR1,
T1,6:15:00,View,RH,27,WR1,
T1,6:30:00,View,RH,27.8,WR1,
T1,6:45:00,View,RH,27,WR1,
T1,7:00:00,View,RH,26.9,WR1,
T1,7:15:00,View,RH,28.1,WR1,
T1,7:30:00,View,RH,28.2,WR1,
T1,7:45:00,View,RH,27.1,WR1,
T1,8:00:00,View,RH,27.1,WR1,
T1,8:15:00,View,RH,28.2,WR1,
T1,8:30:00,View,RH,28,WR1,
T1,8:45:00,View,RH,27,WR1,
T1,9:00:00,View,RH,25.3,WR1,
T1,9:15:00,View,RH,25.5,WR1,
T1,9:30:00,View,RH,26,WR1,
T1,9:45:00,View,RH,25.8,WR1,
T1,10:00:00,View,RH,24.9,WR1,
T1,10:15:00,View,RH,27.3,WR1,
T1,10:30:00,View,RH,25.3,WR1,
T1,10:45:00,View,RH,24.6,WR1,
T1,11:00:00,View,RH,26.3,WR1,
T1,11:15:00,View,RH,23.8,WR1,
T1,11:30:00,View,RH,24.4,WR1,
T1,11:45:00,View,RH,22.9,WR1,
T1,12:00:00,View,RH,21.5,WR1,
T1,12:15:00,View,RH,22.3,WR1,
T1,12:30:00,View,RH,21.2,WR1,
T1,12:45:00,View,RH,22.3,WR1,
T1,13:00:00,View,RH,20,WR1,
T1,13:15:00,View,RH,19.8,WR1,
T1,13:30:00,View,RH,18.8,WR1,
T1,13:45:00,View,RH,18.7,WR1,
T1,14:00:00,View,RH,18.7,WR1,
T1,14:15:00,View,RH,18.9,WR1,
T1,14:30:00,View,RH,19.4,WR1,
T1,14:45:00,View,RH,19.8,WR1,
T1,15:00:00,View,RH,20.9,WR1,
T1,15:15:00,View,RH,21.4,WR1,
T1,15:30:00,View,RH,21.2,WR1,
T1,15:45:00,View,RH,20.4,WR1,
T1,16:00:00,View,RH,20.7,WR1,
T1,16:15:00,View,RH,21,WR1,
T1,16:30:00,View,RH,20.7,WR1,
T1,16:45:00,View,RH,20.2,WR1,
T1,17:00:00,View,RH,20.6,WR1,
T1,17:15:00,View,RH,20.6,WR1,
T1,17:30:00,View,RH,20.8,WR1,
T1,17:45:00,View,RH,20.8,WR1,
T1,18:00:00,View,RH,20.9,WR1,
T1,18:15:00,View,RH,21,WR1,
T1,18:30:00,View,RH,21.6,WR1,
T1,18:45:00,View,RH,22.1,WR1,
T1,19:00:00,View,RH,22.5,WR1,
T1,19:15:00,View,RH,22.8,WR1,
